Private,Outstate_Tier,Accept_Rate,Grad.Rate transform,Enroll transform_scaled,Top10perc transform_scaled,P.Undergrad transform_scaled,Outstate transform_scaled,Room.Board transform_scaled,Books transform_scaled,Personal transform_scaled,PhD transform_scaled,S.F.Ratio transform_scaled,perc.alumni transform_scaled,Expend transform_scaled
1,1,0.9598162414178658,0.6,0.4270551280924182,0.014037321363229115,0.36167365839408877,-0.7108460423538169,-0.9649047311227198,-0.6015559134161814,1.2594009674266546,-0.28450597673006556,1.0145384422713293,-0.8266459331430416,-0.4911902845996817
1,1,0.9834070184630591,0.56,0.06749302972158819,-0.5356362700608086,0.8755091755569474,0.5356000295479029,1.9092078682257194,1.2868173395019873,0.46996319612552484,-2.132810445242489,-0.4202419837686799,-0.4280822277495932,0.5523695454739012
1,1,0.963730992148772,0.54,-0.37460136212678063,-0.05380243944551488,-0.6859966271599026,0.2945732368219252,-0.5543172169300856,-1.0366968242193562,-0.050895586278434976,-1.2366628241455562,-0.23408902618478558,0.6705747481356811,0.0963933290506731
1,1,0.9705825823463721,0.59,-1.3139670397931267,1.5009466563399394,-0.9638625371085484,0.6892167946594232,0.9967911700198656,-0.6015559134161814,-0.6406704205622914,1.338395507817429,-1.7728851973012414,1.1209307474316548,1.7270030826711484
1,1,0.9473361727085832,0.15,-2.2628783604496503,-0.5356362700608086,0.6609249340901248,-0.675684003065446,-0.21672303859391978,1.5255043585683932,0.46996319612552484,0.11438900095332556,-0.5016538429334375,-2.351209173171575,0.6370519856317154
1,2,0.9936253973169198,0.63,-1.611573322407977,-0.4445261137292046,-0.1647121358836515,0.7623126630478896,1.2431436785354462,-0.21221229980092493,0.46996319612552484,1.1726446266795818,-0.6118165130825998,0.38929155431515833,0.13304702551849806
1,2,0.9868935772993797,0.73,0.019231695988905485,0.7465289976776263,-1.3762687573075725,0.8881873792125339,0.42744315033941294,-0.6015559134161814,-0.7003844510656587,1.0911352648013546,-0.027425033615307834,1.1209307474316548,0.7502919858640509
1,2,0.9693907758414663,0.8,-0.7857048423190623,0.4219935287102227,0.012378823277919504,1.2494105322897204,0.038753636903719246,-2.098947002167742,-1.7930450302866323,0.3261311980112903,-0.667616394516038,0.16380155051923737,0.7802451011603619
1,1,0.9755690142192358,0.52,-1.0761474846781052,-0.1246582726459355,-0.8327613450137035,0.10411392101441878,-0.8919113952662515,0.814104735828437,0.8457502482496358,-1.7871925364962635,-0.6118165130825998,-0.5225483235846493,0.1700312096309352
1,2,0.973854799686241,0.73,-0.017918749867587666,0.7465289976776263,-0.6210203138191404,1.440190335678545,0.9566448352988081,-0.21221229980092493,-1.4177151664263847,0.5460698672134329,-0.667616394516038,0.7379111607058556,0.6391344132924573
1,2,0.9577201395587137,0.76,0.008440602079419853,1.0160356166928368,-1.1831610450957808,1.544304463383301,0.0752503048319534,-1.0366968242193562,-1.4177151664263847,-0.08915672396045982,-1.0729044119739688,1.359193359651638,0.792838727091346
1,1,0.9416543431673013,0.74,-0.5290104960120036,0.7879337615259974,0.4687923464933749,-0.09257131003884048,0.39003406571297294,0.46171793284494866,-0.36557245273349426,-0.8764734093652343,-0.12997996577716855,0.005196793446652558,-0.1552331926571557
1,1,0.9776697078227894,0.68,-0.23177107136359523,1.0160356166928368,-1.4567181701009897,0.6020729313238599,0.177440975031009,-1.0366968242193562,-2.252222626593486,0.3261311980112903,0.3685364548053309,0.8041699820500544,0.2560543141541864
1,1,0.9266402547807051,0.55,-1.1715713715932503,0.014037321363229115,0.8795521569024243,-0.4502951792866339,-0.6546830537327296,0.7576533290616105,1.4804389072512008,-1.92562184382018,-0.723912304162236,0.38929155431515833,-0.09264347159443874
1,1,0.9639735553887979,0.69,-0.818513099800349,-1.3814544035663068,-0.027398471651561625,-0.3546530669145464,0.3854719822219437,-0.6015559134161814,0.32777191958665275,0.2546397465315043,0.22259493397184507,-0.16115831672467945,-0.36666845925411007
1,1,0.9589255236112002,0.59,-0.13298089316151943,-0.2765821067516372,-0.04050668085102755,0.012025689853969505,-0.764173057517432,0.14006267852677254,-0.16919409382526182,-1.4666194037461413,-0.4472668970600722,-0.6202193793009496,-0.13692743259025222
1,1,0.9327735379490367,0.46,-0.4192435557317602,-0.7351455418440702,0.051673687119669784,-0.01430213293615911,-1.1565122377459491,1.9611577778937281,0.20650975010478756,-0.7653656758552486,-0.6118165130825998,-0.24762306969048928,0.6341316414007706
0,0,0.9302189162273445,0.34,0.7874988665898147,0.07910732685573385,1.005454065869841,-1.4534142113460293,-0.6984790552466106,-0.21221229980092493,1.0629289981151344,-0.8764734093652343,2.0541998297499138,-1.7399713895923963,-2.3924274987120455
1,2,0.9884920478973723,0.48,-0.6762379634407862,0.14162489980376075,-1.5745434447288396,1.225183227323683,-0.9320577299873091,-1.0366968242193562,-0.16919409382526182,-0.3478009560656722,-0.667616394516038,0.9969637879758771,2.8359284931508797
0,1,0.9494576925244287,0.7,1.451145658265964,-0.19881088837302718,0.7696520390855585,-0.9015173526907444,-1.6583414217591688,-6.292380741802539,1.0629289981151344,0.6212041952017432,1.05870031373875,-0.6202193793009496,-1.051979100750489
1,1,0.9717442410744,0.65,-0.8232846382867792,-0.19881088837302718,0.5832824359687299,0.2845155315411929,-0.21307337180109637,-1.5298633246327806,0.6222129447052677,-1.138305158415405,-0.2867489047326927,0.31564777154103807,-0.6885623510897071
0,1,0.9770343367442305,0.48,2.163773502084456,0.07910732685573385,2.0092433270669656,-0.7126115611052768,0.4493411510963534,1.0316792316705974,1.1635037051605237,1.0105366220502583,1.1897573766770784,-1.7399713895923963,-1.8724564921987013
1,1,0.8857797842020507,0.54,-1.1132850730390378,1.0853506147965435,-0.3097392694248624,-0.36991286982276916,-0.3973815448386788,-0.21221229980092493,-0.8252639081179262,0.3261311980112903,-0.3132343399731044,0.24051578441296462,1.2454800292557269
0,0,0.9996130718983615,0.48,0.7180089561737669,-0.9632473970109096,0.7091071817435866,-2.103149401199638,-1.5579755849565247,-0.6015559134161814,-0.36557245273349426,-1.0363046161767302,1.3400550128406834,-1.7399713895923963,-1.7666109214216013
1,1,0.9702976640843208,0.88,0.02351733300595436,0.014037321363229115,0.5166013225892315,0.47111248008461304,1.4256270181766169,-0.21221229980092493,-1.7930450302866323,1.4226370270770496,-0.0020211041885737713,0.6705747481356811,-0.4671461757393797
0,0,0.9881657924964709,0.69,1.9502478957540144,0.14162489980376075,1.0842052384302014,-1.060164170038803,-0.38734496115841444,0.46171793284494866,0.965857973988873,0.7742050085597559,0.6983158796054187,-0.24762306969048928,-0.6623569139155148
1,1,0.9608187562113161,0.58,-0.6556478262199281,-0.9632473970109096,0.5491236436707043,0.44836439567130837,0.013205969353955346,0.0722376951669258,-0.47125020715774846,-0.5918736821367875,-0.26036753920755834,0.7379111607058556,-0.19103553887793137
1,2,0.9834120815978578,0.71,0.036270488339945936,0.7040199776136826,-1.2722580543941677,0.7761637627213429,-0.16836495358900955,0.0722376951669258,-0.7718906900699234,0.2546397465315043,-0.2867489047326927,1.3007592989954977,0.2332143797998844
1,1,0.9927069122007354,0.69,-0.4726961894544862,-0.1246582726459355,8.993212093648341e-05,0.23200580338788795,-1.0160000662222477,0.46171793284494866,-0.3227533672101349,-0.532221579309705,-0.9250543695922565,0.6705747481356811,-0.5622426955882721
1,1,0.9749033415952467,0.71,-0.5110863413368013,0.9435688750345109,-1.826992889387576,0.3017458220758268,-0.014166531592220267,-1.0366968242193562,-0.07759917732873126,0.47184625835225513,-0.20791217199585207,0.8694013481225966,0.7257926452092538
1,1,0.9813776983238144,0.48,-1.0761474846781052,-0.5356362700608086,0.36282986474201995,-0.032354677862345665,-0.20303678812083198,1.2868173395019873,0.2528225914658929,-0.9306611974295307,1.9159477356012518,-0.9363288719338067,-0.7165101598214616
1,1,0.9656614911978341,0.65,-0.8873681037728018,-0.1246582726459355,0.27355511723533554,-0.3764679136063722,-0.23497137255803688,-1.0366968242193562,1.3057276802269921,-0.9839382663666959,-0.7522504545885529,0.005196793446652558,-0.9037001368126111
1,1,0.9713844536493029,0.85,0.3373615342252402,0.4219935287102227,0.983679095593155,0.23321596044025827,0.04787780388577779,2.3509115518204147,-0.36557245273349426,-0.4101852162741469,0.9030543062667665,-0.07694055427267435,-0.10617508072943264
1,1,0.9451085839517007,0.71,-1.533602662444388,-0.6322715403590082,-0.07453793437982922,-0.09257131003884048,-0.05248803291686612,-0.21221229980092493,-1.7930450302866323,-1.0363046161767302,-1.1330874544804521,0.9969637879758771,0.26456968403641185
1,2,0.8910483621015879,0.79,-0.5472453100353109,1.2155448884760984,-1.826992889387576,1.9556128238191344,1.6865781938634912,1.2868173395019873,-0.9581951256709409,1.8575054102821151,-0.9250543695922565,0.6705747481356811,1.1505945962764368
1,2,0.9263084991731064,0.91,0.10575624398741944,1.3066550448077032,-0.9080684891288457,1.7065847612876035,3.4365934210223186,0.46171793284494866,-0.7003844510656587,0.6212041952017432,-0.9543351481974107,0.8694013481225966,0.946702062838488
1,1,0.9662211249084229,0.72,-0.5695526283326386,-0.3583432991370441,1.4610349936838805,0.3041345637976175,0.9146736671813388,0.46171793284494866,0.8457502482496358,0.11438900095332556,-0.3132343399731044,-0.9363288719338067,0.1959869023461389
1,0,0.9853938778705534,0.72,1.676740752678989,0.6154419803267769,0.2971022615516465,-1.0124904935883772,-0.39920637823509053,0.46171793284494866,0.24670730593038215,-0.22030027826732773,1.1026215156811021,1.1816573971431557,-0.31078125031062626
1,1,0.9556342119064865,0.73,-0.337788658894916,0.014037321363229115,0.3404861604794741,0.6646451269915112,0.9511703351095729,-1.0366968242193562,-0.8252639081179262,0.2546397465315043,-0.4202419837686799,0.6705747481356811,0.15958929532851326
1,1,0.9802648830987816,0.84,-0.46586420159781955,0.8282901900630332,0.4357784143200446,-0.316717055817952,-1.2842505754947686,1.2868173395019873,0.15913296841419028,-0.022218868116328953,-0.18183580588393602,0.7379111607058556,-0.650723911911253
1,1,0.9618767867330609,0.52,-1.3767989863014911,-0.4445261137292046,-0.5131384050285449,-0.2737276058758462,0.4493411510963534,-2.098947002167742,1.506370595314613,0.2546397465315043,-0.15585877939291692,-1.0511214629583103,-0.29338765027724895
1,1,0.9683446553280943,0.49,0.0019124171252616262,0.31568789235092903,0.4540026501638879,-0.6061873559262974,-0.6327850529757891,0.7576533290616105,-0.5826368072032384,-0.821374902173807,-0.723912304162236,-0.16115831672467945,-0.26996948945229543
